"Title","Author","Description","Tags","Category","Product","Service","How To Investigate","Known False Positives","Query"
"Suspicious Child Process Of Veeam Dabatase","Nasreddine Bencherchali (Nextron Systems)","Detects suspicious child processes of the Veeam service process. This could indicate potential RCE or SQL Injection.","attack.initial_access, attack.persistence, attack.privilege_escalation","process_creation","windows","Not classified","Verify the legitimacy of the parent process (Veeam service) and its associated command line. 
Check if the child processes are triggered by authorized actions or known maintenance tasks. 
Review any recent software installations or updates that could explain the presence of these child processes. 
Investigate scheduled tasks or scripts that may be running on the system to determine if they are the cause of the detected behavior.","Legitimate administrative or maintenance tasks may trigger these child processes. 
Upgrades or installations of software may also spawn these child processes. 
Scheduled tasks or scripts that are part of normal operations can exhibit similar behavior.","ParentImage=""*\\sqlservr.exe"" ParentCommandLine=""*VEEAMSQL*"" (Image IN (""*\\cmd.exe"", ""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\wsl.exe"", ""*\\wt.exe"") CommandLine IN (""*-ex *"", ""*bypass*"", ""*cscript*"", ""*DownloadString*"", ""*http://*"", ""*https://*"", ""*mshta*"", ""*regsvr32*"", ""*rundll32*"", ""*wscript*"", ""*copy *"")) OR Image IN (""*\\net.exe"", ""*\\net1.exe"", ""*\\netstat.exe"", ""*\\nltest.exe"", ""*\\ping.exe"", ""*\\tasklist.exe"", ""*\\whoami.exe"")"
"Potential MSTSC Shadowing Activity","Florian Roth (Nextron Systems)","Detects RDP session hijacking by using MSTSC shadowing","attack.lateral_movement, attack.t1563.002","process_creation","windows","Not classified","Review the command-line arguments of the process to determine the context of the 'shadow:' parameter 
Check if the activity is expected and authorized within the environment 
Correlate with user authentication logs to verify the legitimacy of the session 
Investigate the source and destination systems involved in the potential shadowing activity","Legitimate use of MSTSC shadowing for administrative purposes 
Third-party remote access tools that use similar syntax 
Scripting or automation tools that utilize shadowing commands","CommandLine=""*noconsentprompt*"" CommandLine=""*shadow:*"""
"Suspicious Mstsc.EXE Execution With Local RDP File","Nasreddine Bencherchali (Nextron Systems)","Detects potential RDP connection via Mstsc using a local "".rdp"" file located in suspicious locations.","attack.command_and_control, attack.t1219","process_creation","windows","Not classified","Review the command-line arguments of the Mstsc.exe process to understand the context of the RDP connection 
Check the user context and privileges under which the Mstsc.exe process was executed 
Correlate the Mstsc.exe execution with other security events to determine if it is part of a larger attack chain 
Verify the integrity of the .rdp file and its contents for any malicious modifications","Legitimate use of Mstsc.exe with .rdp files in the specified paths for authorized purposes 
Scheduled tasks or scripts that use Mstsc.exe with .rdp files in the specified paths 
Common administrative activities that involve Mstsc.exe and .rdp files in the specified paths 
Third-party applications that interact with Mstsc.exe and .rdp files in the specified paths","Image=""*\\mstsc.exe"" OR OriginalFileName=""mstsc.exe"" CommandLine IN (""*.rdp"", ""*.rdp\"""") CommandLine IN (""*:\\Users\\Public\\*"", ""*:\\Windows\\System32\\spool\\drivers\\color*"", ""*:\\Windows\\System32\\Tasks_Migrated *"", ""*:\\Windows\\Tasks\\*"", ""*:\\Windows\\Temp\\*"", ""*:\\Windows\\Tracing\\*"", ""*\\AppData\\Local\\Temp\\*"", ""*\\Downloads\\*"")"
"Mstsc.EXE Execution From Uncommon Parent","Nasreddine Bencherchali (Nextron Systems)","Detects potential RDP connection via Mstsc using a local "".rdp"" file located in suspicious locations.","attack.lateral_movement","process_creation","windows","Not classified","Review the parent process to determine if it is a legitimate application or script 
Check for scheduled tasks or automation scripts that may explain the behavior 
Investigate the purpose of the RDP connection and verify its legitimacy 
Analyze the context of the Mstsc.EXE execution to understand the full chain of events","Legitimate use of RDP connections from uncommon parent processes 
Scheduled tasks or legitimate scripts triggering RDP connections 
Use of legitimate tools that may spawn Mstsc.EXE from uncommon parents 
Custom applications or configurations that trigger this behavior","ParentImage IN (""*\\brave.exe"", ""*\\CCleanerBrowser.exe"", ""*\\chrome.exe"", ""*\\chromium.exe"", ""*\\firefox.exe"", ""*\\iexplore.exe"", ""*\\microsoftedge.exe"", ""*\\msedge.exe"", ""*\\opera.exe"", ""*\\vivaldi.exe"", ""*\\whale.exe"", ""*\\outlook.exe"") Image=""*\\mstsc.exe"" OR OriginalFileName=""mstsc.exe"""
"Suspicious Program Location Whitelisted In Firewall Via Netsh.EXE","Sander Wiebing, Jonhnathan Ribeiro, Daniil Yugoslavskiy, oscd.community","Detects Netsh command execution that whitelists a program located in a suspicious location in the Windows Firewall","attack.defense_evasion, attack.t1562.004","process_creation","windows","Not classified","Check if the whitelisted program is a known safe application 
Verify if the firewall rule change was authorized through change management processes 
Review the command-line arguments used with netsh.exe for any suspicious parameters","Legitimate changes to firewall rules by authorized administrators 
Whitelisting known safe programs in the firewall 
Legitimate use of netsh.exe for firewall configuration","Image=""*\\netsh.exe"" OR OriginalFileName=""netsh.exe"" (CommandLine=""*firewall*"" CommandLine=""*add*"" CommandLine=""*allowedprogram*"") OR (CommandLine=""*advfirewall*"" CommandLine=""*firewall*"" CommandLine=""*add*"" CommandLine=""*rule*"" CommandLine=""*action=allow*"" CommandLine=""*program=*"") CommandLine IN (""*:\\$Recycle.bin\\*"", ""*:\\RECYCLER.BIN\\*"", ""*:\\RECYCLERS.BIN\\*"", ""*:\\SystemVolumeInformation\\*"", ""*:\\Temp\\*"", ""*:\\Users\\Default\\*"", ""*:\\Users\\Desktop\\*"", ""*:\\Users\\Public\\*"", ""*:\\Windows\\addins\\*"", ""*:\\Windows\\cursors\\*"", ""*:\\Windows\\debug\\*"", ""*:\\Windows\\drivers\\*"", ""*:\\Windows\\fonts\\*"", ""*:\\Windows\\help\\*"", ""*:\\Windows\\system32\\tasks\\*"", ""*:\\Windows\\Tasks\\*"", ""*:\\Windows\\Temp\\*"", ""*\\Downloads\\*"", ""*\\Local Settings\\Temporary Internet Files\\*"", ""*\\Temporary Internet Files\\Content.Outlook\\*"", ""*%Public%\\*"", ""*%TEMP%*"", ""*%TMP%*"")"
"RDP Connection Allowed Via Netsh.EXE","Sander Wiebing","Detects usage of the netsh command to open and allow connections to port 3389 (RDP). As seen used by Sarwent Malware","attack.defense_evasion, attack.t1562.004","process_creation","windows","Not classified","Check if the netsh command was executed by a privileged user account 
Review the context around the netsh command execution to determine if it was part of a legitimate operation 
Correlate the netsh command with other security events to look for signs of malicious activity 
Verify if the RDP port opening was authorized and documented in change management records","Legitimate system administration tasks may involve opening RDP ports using netsh 
Software installations or updates may require opening RDP ports 
Scheduled maintenance tasks may trigger this detection 
Network configuration changes by authorized personnel","Image=""*\\netsh.exe"" OR OriginalFileName=""netsh.exe"" CommandLine=""*firewall *"" CommandLine=""*add *"" CommandLine=""*tcp *"" CommandLine=""*3389*"" CommandLine IN (""*portopening*"", ""*allow*"")"
"RDP Port Forwarding Rule Added Via Netsh.EXE","Florian Roth (Nextron Systems), oscd.community","Detects the execution of netsh to configure a port forwarding of port 3389 (RDP) rule","attack.lateral_movement, attack.defense_evasion, attack.command_and_control, attack.t1090","process_creation","windows","Not classified","Review the command-line arguments of the process to understand the specific netsh command executed 
Check for any associated network traffic on port 3389 to determine if the port forwarding rule is actively being used 
Correlate the process execution with other security events to identify any malicious behavior or context 
Verify the legitimacy of the activity with the system or network administrators","Legitimate administration activity involving port forwarding 
Scheduled tasks or scripts that use netsh for valid purposes 
Third-party applications that utilize netsh for configuration","Image=""*\\netsh.exe"" OR OriginalFileName=""netsh.exe"" CommandLine=""* i*"" CommandLine=""* p*"" CommandLine=""*=3389*"" CommandLine=""* c*"""
"New User Created Via Net.EXE With Never Expire Option","Nasreddine Bencherchali (Nextron Systems)","Detects creation of local users via the net.exe command with the option ""never expire""","attack.persistence, attack.t1136.001","process_creation","windows","Not classified","Check the context of the user creation to determine if it was performed by an authorized user or system process 
Review scheduled tasks and scripts that run on the system to identify any legitimate processes creating users with 'never expire' option 
Investigate any third-party applications or tools that are known to create users with 'never expire' option 
Correlate user creation events with system logs to identify any suspicious activities or anomalies","Legitimate user creation with 'never expire' option by system administrators 
Scheduled tasks or scripts that create users with 'never expire' option 
Third-party applications that create users with 'never expire' option","Image IN (""*\\net.exe"", ""*\\net1.exe"") OR OriginalFileName IN (""net.exe"", ""net1.exe"") CommandLine=""*user*"" CommandLine=""*add*"" CommandLine=""*expires:never*"""
"Suspicious Manipulation Of Default Accounts Via Net.EXE","Nasreddine Bencherchali (Nextron Systems)","Detects suspicious manipulations of default accounts such as 'administrator' and 'guest'. For example 'enable' or 'disable' accounts or change the password...etc","attack.collection, attack.t1560.001","process_creation","windows","Not classified","Verify the legitimacy of the user account manipulation by checking with the responsible system administrators 
Review any scheduled tasks or scripts that involve user account management for potential triggers 
Cross-reference the activity with authorized change management records to confirm if the action was expected 
Investigate the context of the account manipulation to determine if it aligns with normal administrative activities","Legitimate administrative actions may trigger this rule, especially if scripts are used to manage user accounts 
Changes made by authorized personnel to default accounts may trigger this rule 
Third-party applications or system tools that interact with user accounts may also trigger this rule 
Scheduled tasks or scripts that involve user account management may lead to false positives","Image IN (""*\\net.exe"", ""*\\net1.exe"") OR OriginalFileName IN (""net.exe"", ""net1.exe"") CommandLine=""* user *"" CommandLine IN (""* Järjestelmänvalvoja *"", ""* Rendszergazda *"", ""* Администратор *"", ""* Administrateur *"", ""* Administrador *"", ""* Administratör *"", ""* Administrator *"", ""* guest *"", ""* DefaultAccount *"", ""* \""Järjestelmänvalvoja\"" *"", ""* \""Rendszergazda\"" *"", ""* \""Администратор\"" *"", ""* \""Administrateur\"" *"", ""* \""Administrador\"" *"", ""* \""Administratör\"" *"", ""* \""Administrator\"" *"", ""* \""guest\"" *"", ""* \""DefaultAccount\"" *"", ""* 'Järjestelmänvalvoja' *"", ""* 'Rendszergazda' *"", ""* 'Администратор' *"", ""* 'Administrateur' *"", ""* 'Administrador' *"", ""* 'Administratör' *"", ""* 'Administrator' *"", ""* 'guest' *"", ""* 'DefaultAccount' *"") NOT (CommandLine=""*guest*"" CommandLine=""*/active no*"")"
"Potential Arbitrary Code Execution Via Node.EXE","Nasreddine Bencherchali (Nextron Systems)","Detects the execution node.exe which is shipped with multiple software such as VMware, Adobe...etc. In order to execute arbitrary code. For example to establish reverse shell as seen in Log4j attacks...etc","attack.defense_evasion, attack.t1127","process_creation","windows","Not classified","Review the command-line arguments of the node.exe process to determine if any suspicious or unauthorized commands are being executed 
Check the parent process of the node.exe to understand the context in which it was launched 
Correlate the node.exe execution with other security events or logs to identify any related suspicious activities 
Conduct memory or disk forensics on the system to gather more information about the node.exe execution and its potential impact","Legitimate use of node.exe for authorized scripting or development purposes 
Use of node.exe by system administrators for legitimate system management tasks 
Node.exe executed as part of a known and approved software installation process","Image=""*\\node.exe"" CommandLine IN (""* -e *"", ""* --eval *"") CommandLine=""*.exec(*"" CommandLine=""*net.socket*"" CommandLine=""*.connect*"" CommandLine=""*child_process*"""
"Network Reconnaissance Activity","Florian Roth (Nextron Systems)","Detects a set of suspicious network related commands often used in recon stages","attack.discovery, attack.t1087, attack.t1082, car.2016-03-001","process_creation","windows","Not classified","Review the command line arguments of the process that triggered the alert 
Check the reputation of the process and its associated command line arguments 
Correlate the network activity with other security events to determine the context of the activity 
Investigate the user context and privileges of the process to identify any anomalies","Legitimate use of nslookup for DNS troubleshooting purposes 
Administrative tools that use similar commands for network configuration 
Scheduled tasks or scripts that involve network-related commands","CommandLine=""*nslookup*"" CommandLine=""*_ldap._tcp.dc._msdcs.*"""
"Suspicious Microsoft OneNote Child Process","Tim Rauch (Nextron Systems), Nasreddine Bencherchali (Nextron Systems), Elastic (idea)","Detects suspicious child processes of the Microsoft OneNote application. This may indicate an attempt to execute malicious embedded objects from a .one file.","attack.t1566, attack.t1566.001, attack.initial_access","process_creation","windows","Not classified","Review the command-line arguments of the suspicious child process to identify any unusual or malicious behavior 
Analyze the network connections established by the child process for any communication with malicious domains or IPs 
Check the file system activity of the child process to determine if it is accessing or modifying sensitive files or directories 
Correlate the timestamps of the suspicious child process with other security events to understand the context of the activity","Legitimate child processes spawned by Microsoft OneNote during normal operation 
Updates or patches to Microsoft OneNote triggering child processes 
Third-party applications interacting with Microsoft OneNote leading to child processes","ParentImage=""*\\onenote.exe"" OriginalFileName IN (""bitsadmin.exe"", ""CertOC.exe"", ""CertUtil.exe"", ""Cmd.Exe"", ""CMSTP.EXE"", ""cscript.exe"", ""curl.exe"", ""HH.exe"", ""IEExec.exe"", ""InstallUtil.exe"", ""javaw.exe"", ""Microsoft.Workflow.Compiler.exe"", ""msdt.exe"", ""MSHTA.EXE"", ""msiexec.exe"", ""Msxsl.exe"", ""odbcconf.exe"", ""pcalua.exe"", ""PowerShell.EXE"", ""RegAsm.exe"", ""RegSvcs.exe"", ""REGSVR32.exe"", ""RUNDLL32.exe"", ""schtasks.exe"", ""ScriptRunner.exe"", ""wmic.exe"", ""WorkFolders.exe"", ""wscript.exe"") OR Image IN (""*\\AppVLP.exe"", ""*\\bash.exe"", ""*\\bitsadmin.exe"", ""*\\certoc.exe"", ""*\\certutil.exe"", ""*\\cmd.exe"", ""*\\cmstp.exe"", ""*\\control.exe"", ""*\\cscript.exe"", ""*\\curl.exe"", ""*\\forfiles.exe"", ""*\\hh.exe"", ""*\\ieexec.exe"", ""*\\installutil.exe"", ""*\\javaw.exe"", ""*\\mftrace.exe"", ""*\\Microsoft.Workflow.Compiler.exe"", ""*\\msbuild.exe"", ""*\\msdt.exe"", ""*\\mshta.exe"", ""*\\msidb.exe"", ""*\\msiexec.exe"", ""*\\msxsl.exe"", ""*\\odbcconf.exe"", ""*\\pcalua.exe"", ""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\regasm.exe"", ""*\\regsvcs.exe"", ""*\\regsvr32.exe"", ""*\\rundll32.exe"", ""*\\schtasks.exe"", ""*\\scrcons.exe"", ""*\\scriptrunner.exe"", ""*\\sh.exe"", ""*\\svchost.exe"", ""*\\verclsid.exe"", ""*\\wmic.exe"", ""*\\workfolders.exe"", ""*\\wscript.exe"") OR (Image=""*\\explorer.exe"" CommandLine IN (""*.hta*"", ""*.vb*"", ""*.wsh*"", ""*.js*"", ""*.ps*"", ""*.scr*"", ""*.pif*"", ""*.bat*"", ""*.cmd*"")) OR Image IN (""*\\AppData\\*"", ""*\\Users\\Public\\*"", ""*\\ProgramData\\*"", ""*\\Windows\\Tasks\\*"", ""*\\Windows\\Temp\\*"", ""*\\Windows\\System32\\Tasks\\*"") NOT ((Image=""*\\AppData\\Local\\Microsoft\\Teams\\current\\Teams.exe"" CommandLine=""*-Embedding"") OR (Image=""*\\AppData\\Local\\Microsoft\\OneDrive\\*"" Image=""*\\FileCoAuth.exe"" CommandLine=""*-Embedding""))"
"Outlook EnableUnsafeClientMailRules Setting Enabled","Markus Neis, Nasreddine Bencherchali (Nextron Systems)","Detects an attacker trying to enable the outlook security setting ""EnableUnsafeClientMailRules"" which allows outlook to run applications or execute macros","attack.execution, attack.t1059, attack.t1202","process_creation","windows","Not classified","Review the command line arguments of the process creation event to identify the specific action related to enabling the 'EnableUnsafeClientMailRules' setting in Outlook 
Check for any legitimate reasons or authorized activities that may have triggered the detection 
Correlate the event with other security logs to determine if there are any additional suspicious activities or indicators of compromise 
Verify the user context and permissions of the process to see if it aligns with expected behavior","Legitimate system administrators making changes to Outlook settings 
Updates or installations that require changes to Outlook security settings 
Configuration changes by authorized users for legitimate purposes","CommandLine=""*\\Outlook\\Security\\EnableUnsafeClientMailRules*"""
"Suspicious Execution From Outlook Temporary Folder","Florian Roth (Nextron Systems)","Detects a suspicious program execution in Outlook temp folder","attack.initial_access, attack.t1566.001","process_creation","windows","Not classified","Review the process command line arguments to determine the nature of the program being executed 
Check the parent process to see if it is a known and trusted application 
Investigate the reputation of the file hash or path using threat intelligence feeds 
Analyze network connections or file modifications associated with the suspicious execution","Legitimate software installations that use the Outlook temporary folder 
Scheduled tasks or scripts that interact with the Outlook temporary folder 
Updates or patches that utilize the Outlook temporary folder","Image=""*\\Temporary Internet Files\\Content.Outlook\\*"""
"Suspicious Outlook Child Process","Michael Haag, Florian Roth (Nextron Systems), Markus Neis, Elastic, FPT.EagleEye Team","Detects a suspicious process spawning from an Outlook process.","attack.execution, attack.t1204.002","process_creation","windows","Not classified","Review the command line arguments of the suspicious child process to determine its intent 
Check if the process is part of a legitimate software installation or update 
Correlate with other security events to identify any malicious behavior associated with the process","Legitimate use of tools like PowerShell or Command Prompt by users for legitimate purposes 
Updates or installations triggered by scheduled tasks 
Use of scripting languages like VBScript or JScript for authorized tasks","ParentImage=""*\\OUTLOOK.EXE"" Image IN (""*\\AppVLP.exe"", ""*\\bash.exe"", ""*\\cmd.exe"", ""*\\cscript.exe"", ""*\\forfiles.exe"", ""*\\hh.exe"", ""*\\mftrace.exe"", ""*\\msbuild.exe"", ""*\\msdt.exe"", ""*\\mshta.exe"", ""*\\msiexec.exe"", ""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\regsvr32.exe"", ""*\\schtasks.exe"", ""*\\scrcons.exe"", ""*\\scriptrunner.exe"", ""*\\sh.exe"", ""*\\svchost.exe"", ""*\\wmic.exe"", ""*\\wscript.exe"")"
"Suspicious Remote Child Process From Outlook","Markus Neis, Nasreddine Bencherchali (Nextron Systems)","Detects a suspicious child process spawning from Outlook where the image is located in a remote location (SMB/WebDav shares).","attack.execution, attack.t1059, attack.t1202","process_creation","windows","Not classified","Review the process tree to understand the context of the suspicious child process. 
Check if the remote location is a known and authorized share within the organization. 
Analyze the behavior of the process to determine if it aligns with legitimate activities. 
Correlate the event with other security logs to identify any related suspicious activities.","Legitimate use of remote shares by authorized users for legitimate purposes. 
Scheduled tasks or applications that are designed to run from remote locations. 
Third-party applications that interact with Outlook and may spawn child processes from remote locations.","ParentImage=""*\\outlook.exe"" Image=""\\\\*"""
"Suspicious Binary In User Directory Spawned From Office Application","Jason Lynch","Detects an executable in the users directory started from one of the Microsoft Office suite applications (Word, Excel, PowerPoint, Publisher, Visio)","attack.execution, attack.t1204.002, attack.g0046, car.2013-05-002","process_creation","windows","Not classified","Check the reputation of the executable using threat intelligence sources 
Analyze the behavior of the process for any malicious activities 
Review the parent process and command line for context 
Verify the legitimacy of the executable with the user or IT department","Legitimate use of portable applications by users 
Legitimate software installations in user directories 
Scripting or automation tools used by users","ParentImage IN (""*\\WINWORD.EXE"", ""*\\EXCEL.EXE"", ""*\\POWERPNT.exe"", ""*\\MSPUB.exe"", ""*\\VISIO.exe"", ""*\\MSACCESS.exe"", ""*\\EQNEDT32.exe"") Image=""C:\\users\\*"" Image=""*.exe"" NOT Image=""*\\Teams.exe"""
"Suspicious Microsoft Office Child Process","Florian Roth (Nextron Systems), Markus Neis, FPT.EagleEye Team, Vadim Khrykov, Cyb3rEng, Michael Haag, Christopher Peacock @securepeacock, @scythe_io","Detects a suspicious process spawning from one of the Microsoft Office suite products (Word, Excel, PowerPoint, Publisher, Visio, etc.)","attack.defense_evasion, attack.execution, attack.t1047, attack.t1204.002, attack.t1218.010","process_creation","windows","Not classified","Review the parent-child process relationship to determine if the behavior is expected or suspicious 
Check the reputation and purpose of the child processes spawned by Microsoft Office applications 
Analyze the paths of the child processes to identify any unusual or unauthorized locations 
Correlate the activity with other security events or threat intelligence to validate the suspicion","Legitimate use of Microsoft Office applications spawning child processes for normal operations 
Updates or installations triggered by Microsoft Office applications 
Scripting or automation tasks initiated by Microsoft Office applications","ParentImage IN (""*\\EQNEDT32.EXE"", ""*\\EXCEL.EXE"", ""*\\MSACCESS.EXE"", ""*\\MSPUB.exe"", ""*\\ONENOTE.EXE"", ""*\\POWERPNT.exe"", ""*\\VISIO.exe"", ""*\\WINWORD.EXE"", ""*\\wordpad.exe"", ""*\\wordview.exe"") OriginalFileName IN (""bitsadmin.exe"", ""CertOC.exe"", ""CertUtil.exe"", ""Cmd.Exe"", ""CMSTP.EXE"", ""cscript.exe"", ""curl.exe"", ""HH.exe"", ""IEExec.exe"", ""InstallUtil.exe"", ""javaw.exe"", ""Microsoft.Workflow.Compiler.exe"", ""msdt.exe"", ""MSHTA.EXE"", ""msiexec.exe"", ""Msxsl.exe"", ""odbcconf.exe"", ""pcalua.exe"", ""PowerShell.EXE"", ""RegAsm.exe"", ""RegSvcs.exe"", ""REGSVR32.exe"", ""RUNDLL32.exe"", ""schtasks.exe"", ""ScriptRunner.exe"", ""wmic.exe"", ""WorkFolders.exe"", ""wscript.exe"") OR Image IN (""*\\AppVLP.exe"", ""*\\bash.exe"", ""*\\bitsadmin.exe"", ""*\\certoc.exe"", ""*\\certutil.exe"", ""*\\cmd.exe"", ""*\\cmstp.exe"", ""*\\control.exe"", ""*\\cscript.exe"", ""*\\curl.exe"", ""*\\forfiles.exe"", ""*\\hh.exe"", ""*\\ieexec.exe"", ""*\\installutil.exe"", ""*\\javaw.exe"", ""*\\mftrace.exe"", ""*\\Microsoft.Workflow.Compiler.exe"", ""*\\msbuild.exe"", ""*\\msdt.exe"", ""*\\mshta.exe"", ""*\\msidb.exe"", ""*\\msiexec.exe"", ""*\\msxsl.exe"", ""*\\odbcconf.exe"", ""*\\pcalua.exe"", ""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\regasm.exe"", ""*\\regsvcs.exe"", ""*\\regsvr32.exe"", ""*\\rundll32.exe"", ""*\\schtasks.exe"", ""*\\scrcons.exe"", ""*\\scriptrunner.exe"", ""*\\sh.exe"", ""*\\svchost.exe"", ""*\\verclsid.exe"", ""*\\wmic.exe"", ""*\\workfolders.exe"", ""*\\wscript.exe"") OR Image IN (""*\\AppData\\*"", ""*\\Users\\Public\\*"", ""*\\ProgramData\\*"", ""*\\Windows\\Tasks\\*"", ""*\\Windows\\Temp\\*"", ""*\\Windows\\System32\\Tasks\\*"")"
"Ping Hex IP","Florian Roth (Nextron Systems)","Detects a ping command that uses a hex encoded IP address","attack.defense_evasion, attack.t1140, attack.t1027","process_creation","windows","Not classified","Review the Parent Process and investigate if it is a known system tool or a suspicious process 
Check if the hex-encoded IP address is associated with any authorized or unauthorized activity 
Correlate the event with network logs to determine if there are any related network connections to the hex IP address 
Verify if there are any legitimate reasons for using hex-encoded IP addresses in the environment","Legitimate use of hex-encoded IP addresses in specialized environments 
Tools or scripts that use hex-encoded IP addresses for legitimate purposes 
Network devices or applications that communicate using hex-encoded IP addresses","Image=""*\\ping.exe"" CommandLine=""*0x*"""
"Suspicious Plink Port Forwarding","Florian Roth (Nextron Systems)","Detects suspicious Plink tunnel port forwarding to a local port","attack.command_and_control, attack.t1572, attack.lateral_movement, attack.t1021.001","process_creation","windows","Not classified","Review the command-line arguments of the process to understand the context of the port forwarding 
Check if there are any documented procedures or tickets related to the observed activity 
Correlate the event with other security controls or logs to determine if the activity is part of a known process 
Engage with the system or network administrators to validate the legitimacy of the port forwarding activity","Administrative tasks involving legitimate use of Plink for port forwarding 
Scheduled tasks or scripts that involve Plink port forwarding 
Authorized tunneling for specific applications or services","Description=""Command-line SSH, Telnet, and Rlogin client"" CommandLine=""* -R *"""
"Potential RDP Tunneling Via Plink","Florian Roth (Nextron Systems)","Execution of plink to perform data exfiltration and tunneling","attack.command_and_control, attack.t1572","process_creation","windows","Not classified","Review the command-line arguments of plink.exe instances to determine the intent 
Check for any authorized or scheduled tasks that involve plink usage 
Correlate the plink.exe execution with other network or process-related logs for context 
Verify the legitimacy of the tunneling activity with the responsible personnel","Legitimate use of plink for authorized tunneling purposes 
Scheduled tasks or scripts that involve plink usage 
Administrative activities that require tunneling","(Image=""*\\plink.exe"" CommandLine=""*:127.0.0.1:3389*"") OR (Image=""*\\plink.exe"" CommandLine=""*:3389*"" CommandLine IN (""* -P 443*"", ""* -P 22*""))"
"AADInternals PowerShell Cmdlets Execution - ProccessCreation","Austin Songer (@austinsonger), Nasreddine Bencherchali (Nextron Systems)","Detects ADDInternals Cmdlet execution. A tool for administering Azure AD and Office 365. Which can be abused by threat actors to attack Azure AD or Office 365.","attack.execution, attack.reconnaissance, attack.discovery, attack.credential_access, attack.impact","process_creation","windows","Not classified","Review the command-line arguments of the process creation event to identify the specific AADInternals cmdlet being executed 
Correlate the process creation event with user context and other security events to determine the legitimacy of the activity 
Check for any scheduled tasks or scripts that are known to use AADInternals for legitimate purposes 
Engage with the system or application owners to confirm the purpose of AADInternals usage in the environment","Scheduled legitimate administrative tasks using AADInternals 
Automated scripts leveraging AADInternals for authorized operations 
Development or testing environments where AADInternals is frequently used 
Authorized security assessments or red team exercises involving AADInternals","Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") OR OriginalFileName IN (""PowerShell.Exe"", ""pwsh.dll"") CommandLine IN (""*Add-AADInt*"", ""*ConvertTo-AADInt*"", ""*Disable-AADInt*"", ""*Enable-AADInt*"", ""*Export-AADInt*"", ""*Get-AADInt*"", ""*Grant-AADInt*"", ""*Install-AADInt*"", ""*Invoke-AADInt*"", ""*Join-AADInt*"", ""*New-AADInt*"", ""*Open-AADInt*"", ""*Read-AADInt*"", ""*Register-AADInt*"", ""*Remove-AADInt*"", ""*Restore-AADInt*"", ""*Search-AADInt*"", ""*Send-AADInt*"", ""*Set-AADInt*"", ""*Start-AADInt*"", ""*Update-AADInt*"")"
"Potential AMSI Bypass Via .NET Reflection","Markus Neis, @Kostastsale","Detects Request to ""amsiInitFailed"" that can be used to disable AMSI Scanning","attack.defense_evasion, attack.t1562.001","process_creation","windows","Not classified","Review the command line arguments of the process creation event to identify the presence of 'System.Management.Automation.AmsiUtils' and 'amsiInitFailed' 
Check for the use of '[Ref].Assembly.GetType', 'SetValue($null,$true)', and 'NonPublic,Static' in the command line arguments 
Correlate with additional events or logs to determine the context and potential impact of the detected activity 
Investigate the reputation and source of the process to determine if it is a known or trusted entity","Legitimate use of .NET Reflection in applications 
Upgrades or installations of legitimate software that trigger similar commands 
Scripting or automation tools that utilize similar commands","CommandLine IN (""*System.Management.Automation.AmsiUtils*"", ""*amsiInitFailed*"") OR (CommandLine=""*[Ref].Assembly.GetType*"" CommandLine=""*SetValue($null,$true)*"" CommandLine=""*NonPublic,Static*"")"
"Suspicious Encoded PowerShell Command Line","Florian Roth (Nextron Systems), Markus Neis, Jonhnathan Ribeiro, Daniil Yugoslavskiy, Anton Kutepov, oscd.community","Detects suspicious powershell process starts with base64 encoded commands (e.g. Emotet)","attack.execution, attack.t1059.001","process_creation","windows","Not classified","Review the full command line arguments of the PowerShell process to understand the context of the encoded commands 
Check if the encoded commands are part of a known legitimate script or tool used in the environment 
Correlate with network or endpoint logs to determine if the encoded commands resulted in any malicious activity 
Investigate the parent process that initiated the suspicious PowerShell command for additional context","Legitimate use of base64 encoded PowerShell commands for administrative tasks 
Encoded commands used by security tools or scripts 
Encoded commands used in penetration testing engagements","Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") OR OriginalFileName IN (""PowerShell.EXE"", ""pwsh.dll"") (CommandLine=""* -e*"" CommandLine IN (""* JAB*"", ""* SUVYI*"", ""* SQBFAFgA*"", ""* aQBlAHgA*"", ""* aWV4I*"", ""* IAA*"", ""* IAB*"", ""* UwB*"", ""* cwB*"")) OR CommandLine IN (""*.exe -ENCOD *"", ""* BA^J e-*"") NOT CommandLine=""* -ExecutionPolicy remotesigned *"""
